	Age	Cell_Line	Treatment	StopReason	G1S_Age_1	G1S_Age_2	CloneID	TrackID	Generation	TP53
433	1.30555556e+00	mda-mb231	control	Division	5.54019457e-01	       NaN	5.00000000e+00	3.00000000e+00	1.00000000e+00	mut
434	4.11111111e-01	mda-mb231	control	Division	       NaN	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	mut
435	1.02777778e+00	mda-mb231	control	Division	3.96697389e-01	       NaN	6.00000000e+00	2.00000000e+00	1.00000000e+00	mut
436	9.55555556e-01	mda-mb231	control	Division	4.03840246e-01	       NaN	6.00000000e+00	3.00000000e+00	1.00000000e+00	mut
437	4.72222222e-01	mda-mb231	control	Division	       NaN	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	mut
438	1.25000000e+00	mda-mb231	control	Division	5.80286738e-01	       NaN	7.00000000e+00	2.00000000e+00	1.00000000e+00	mut
439	1.66666667e-01	mda-mb231	control	Division	       NaN	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	mut
440	3.44444444e-01	mda-mb231	control	Division	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	mut
441	1.54444444e+00	mda-mb231	control	Division	9.72119816e-01	       NaN	9.00000000e+00	2.00000000e+00	1.00000000e+00	mut
442	6.94444444e-01	mda-mb231	control	Division	3.45967742e-01	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	mut
443	2.27777778e-01	mda-mb231	control	Division	       NaN	       NaN	1.10000000e+01	1.00000000e+00	0.00000000e+00	mut
444	3.22222222e-01	mda-mb231	control	Division	       NaN	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	mut
445	8.50000000e-01	mda-mb231	control	Division	2.68433180e-01	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	mut
446	2.16666667e-01	mda-mb231	control	Division	       NaN	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	mut
447	4.83333333e-01	mda-mb231	control	Division	       NaN	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	mut
448	5.88888889e-01	mda-mb231	control	Division	1.02995392e-01	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	mut
449	5.22222222e-01	mda-mb231	control	Division	       NaN	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	mut
450	3.66111111e+00	mda-mb231	control	Endomitosis	1.43317972e+00	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	mut
451	1.07777778e+00	mda-mb231	control	Division	5.73732719e-01	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	mut
452	3.66111111e+00	mda-mb231	control	Endomitosis	1.15207373e-01	1.23041475e+00	2.00000000e+01	1.00000000e+00	0.00000000e+00	mut
453	8.77777778e-01	mda-mb231	control	Division	1.11751152e-01	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	mut
454	2.77777778e+00	mda-mb231	control	Endomitosis	4.91666667e-01	1.94327957e+00	2.10000000e+01	2.00000000e+00	1.00000000e+00	mut
455	1.11111111e+00	mda-mb231	control	Division	5.09754224e-01	       NaN	2.10000000e+01	3.00000000e+00	1.00000000e+00	mut
456	9.72222222e-01	mda-mb231	control	Division	1.83179723e-01	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	mut
457	1.25555556e+00	mda-mb231	control	Division	7.75217614e-01	       NaN	2.20000000e+01	2.00000000e+00	1.00000000e+00	mut
458	1.26111111e+00	mda-mb231	control	Division	7.60471070e-01	       NaN	2.20000000e+01	3.00000000e+00	1.00000000e+00	mut
459	5.22222222e-01	mda-mb231	control	Division	1.33410138e-01	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	mut
460	1.21666667e+00	mda-mb231	control	Division	6.29825909e-01	       NaN	2.30000000e+01	2.00000000e+00	1.00000000e+00	mut
461	1.27777778e-01	mda-mb231	control	Division	       NaN	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	mut
462	1.18888889e+00	mda-mb231	control	Division	5.49270353e-01	       NaN	2.40000000e+01	2.00000000e+00	1.00000000e+00	mut
463	1.10000000e+00	mda-mb231	control	Division	5.38901690e-01	       NaN	2.40000000e+01	3.00000000e+00	1.00000000e+00	mut
464	1.64444444e+00	mda-mb231	control	Apoptosis	3.89400922e-01	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	mut
465	2.18333333e+00	mda-mb231	control	Endomitosis	1.42569124e+00	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	mut
466	3.16666667e-01	mda-mb231	control	Division	       NaN	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	mut
467	1.03333333e+00	mda-mb231	control	Division	       NaN	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	mut
468	4.22222222e-01	mda-mb231	control	Division	       NaN	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	mut
469	7.05555556e-01	mda-mb231	control	Division	       NaN	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	mut
470	1.16666667e+00	mda-mb231	control	Division	6.16653866e-01	       NaN	3.00000000e+01	2.00000000e+00	1.00000000e+00	mut
471	8.77777778e-01	mda-mb231	control	Division	4.25524834e-01	       NaN	3.00000000e+01	3.00000000e+00	1.00000000e+00	mut
472	3.63888889e+00	mda-mb231	control	Endomitosis	       NaN	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	mut
473	1.01111111e+00	mda-mb231	control	Division	3.41474654e-01	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	mut
474	1.22777778e+00	mda-mb231	control	Division	4.30913978e-01	       NaN	3.20000000e+01	2.00000000e+00	1.00000000e+00	mut
475	1.38888889e+00	mda-mb231	control	Division	5.31144393e-01	       NaN	3.20000000e+01	3.00000000e+00	1.00000000e+00	mut
476	1.11111111e-01	mda-mb231	control	Division	       NaN	       NaN	3.30000000e+01	1.00000000e+00	0.00000000e+00	mut
477	3.54444444e+00	mda-mb231	control	Endomitosis	6.99001536e-01	3.05844854e+00	3.30000000e+01	3.00000000e+00	1.00000000e+00	mut
478	3.66111111e+00	mda-mb231	dox	Not complete	       NaN	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	mut
479	3.66111111e+00	mda-mb231	dox	Apoptosis	       NaN	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	mut
480	3.66111111e+00	mda-mb231	dox	Not complete	       NaN	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	mut
481	3.66111111e+00	mda-mb231	dox	Not complete	7.60368664e-01	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	mut
482	3.66111111e+00	mda-mb231	dox	Endomitosis	       NaN	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	mut
483	3.66111111e+00	mda-mb231	dox	Endomitosis	8.75576037e-02	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	mut
484	3.66111111e+00	mda-mb231	dox	Not complete	8.52534562e-01	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	mut
485	3.66111111e+00	mda-mb231	dox	Not complete	7.60368664e-01	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	mut
486	1.88888889e-01	mda-mb231	dox	Division	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	mut
487	3.46666667e+00	mda-mb231	dox	Not complete	5.75140809e-01	       NaN	9.00000000e+00	3.00000000e+00	1.00000000e+00	mut
488	1.55555556e+00	mda-mb231	dox	Apoptosis	7.57168459e-01	       NaN	9.00000000e+00	2.00000000e+00	1.00000000e+00	mut
489	3.66111111e+00	mda-mb231	dox	Not complete	1.61290323e-01	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	mut
490	3.66111111e+00	mda-mb231	dox	Not complete	5.02304147e-01	       NaN	1.10000000e+01	1.00000000e+00	0.00000000e+00	mut
491	3.66111111e+00	mda-mb231	dox	Not complete	5.39170507e-01	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	mut
492	3.66111111e+00	mda-mb231	dox	Not complete	       NaN	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	mut
493	3.66111111e+00	mda-mb231	dox	Not complete	2.66820276e+00	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	mut
494	3.66111111e+00	mda-mb231	dox	Not complete	       NaN	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	mut
495	3.66111111e+00	mda-mb231	dox	Not complete	3.17972350e-01	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	mut
496	3.66111111e+00	mda-mb231	dox	Not complete	3.08755760e-01	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	mut
497	3.66111111e+00	mda-mb231	dox	Not complete	1.49769585e+00	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	mut
498	5.00000000e-02	mda-mb231	dox	Apoptosis	       NaN	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	mut
499	3.66111111e+00	mda-mb231	dox	Not complete	       NaN	       NaN	2.00000000e+01	1.00000000e+00	0.00000000e+00	mut
500	3.66111111e+00	mda-mb231	dox	Not complete	4.10138249e-01	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	mut
501	3.66111111e+00	mda-mb231	dox	Not complete	3.64055300e-01	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	mut
502	1.73888889e+00	mda-mb231	dox	Apoptosis	       NaN	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	mut
503	3.66111111e+00	mda-mb231	dox	Not complete	4.28571429e-01	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	mut
504	3.66111111e+00	mda-mb231	dox	Not complete	2.81105991e-01	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	mut
505	1.86111111e+00	mda-mb231	dox	Apoptosis	       NaN	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	mut
506	3.66111111e+00	mda-mb231	dox	Not complete	5.76036866e-01	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	mut
507	3.66111111e+00	mda-mb231	dox	Not complete	7.88018433e-01	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	mut
508	2.67777778e+00	mda-mb231	dox	Apoptosis	3.76728111e-01	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	mut
509	1.50555556e+00	mda-mb231	dox	Apoptosis	5.03225807e-01	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	mut
510	2.60555556e+00	mda-mb231	dox	Apoptosis	       NaN	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	mut
511	1.81111111e+00	mda-mb231	dox	Apoptosis	       NaN	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	mut
512	3.66111111e+00	mda-mb231	etop	Not complete	1.42857143e-01	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	mut
513	3.66111111e+00	mda-mb231	etop	Not complete	2.44239631e-01	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	mut
514	2.17777778e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	mut
515	3.66111111e+00	mda-mb231	etop	Endomitosis	7.83410139e-02	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	mut
516	2.09444444e+00	mda-mb231	etop	Apoptosis	1.54089862e+00	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	mut
517	4.22222222e-01	mda-mb231	etop	Apoptosis	       NaN	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	mut
518	3.66111111e+00	mda-mb231	etop	Not complete	2.17972350e+00	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	mut
519	3.66111111e+00	mda-mb231	etop	Endomitosis	       NaN	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	mut
520	3.66111111e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	mut
521	3.66111111e+00	mda-mb231	etop	Endomitosis	9.17050691e-01	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	mut
522	2.87777778e+00	mda-mb231	etop	Apoptosis	3.00691244e-01	2.76152074e+00	1.10000000e+01	1.00000000e+00	0.00000000e+00	mut
523	3.66111111e+00	mda-mb231	etop	Endomitosis	1.70046083e+00	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	mut
524	2.66666667e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	mut
525	1.09444444e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	mut
526	3.66111111e+00	mda-mb231	etop	Endomitosis	6.49769585e-01	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	mut
527	3.66111111e+00	mda-mb231	etop	Endomitosis	7.78801843e-01	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	mut
528	3.66111111e+00	mda-mb231	etop	Not complete	4.37788018e-01	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	mut
529	2.79444444e+00	mda-mb231	etop	Apoptosis	6.80875576e-01	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	mut
530	3.62222222e+00	mda-mb231	etop	Endomitosis	6.95852535e-01	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	mut
531	3.31111111e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	2.00000000e+01	1.00000000e+00	0.00000000e+00	mut
532	3.66111111e+00	mda-mb231	etop	Endomitosis	9.53917051e-01	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	mut
533	3.66111111e+00	mda-mb231	etop	Not complete	6.68202765e-01	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	mut
534	3.47777778e+00	mda-mb231	etop	Apoptosis	7.86290323e-01	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	mut
535	2.60000000e+00	mda-mb231	etop	Apoptosis	1.07142857e-01	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	mut
536	3.36666667e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	mut
537	2.72222222e+00	mda-mb231	etop	Apoptosis	3.83640553e-01	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	mut
538	2.62777778e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	mut
539	1.00555556e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	mut
540	3.66111111e+00	mda-mb231	etop	Endomitosis	1.45161290e+00	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	mut
541	1.92777778e+00	mda-mb231	etop	Apoptosis	9.69098822e-01	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	mut
542	3.48333333e+00	mda-mb231	etop	Apoptosis	1.97580645e-01	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	mut
543	3.66111111e+00	mda-mb231	etop	Endomitosis	1.98156682e-01	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	mut
544	3.66111111e+00	mda-mb231	etop	Endomitosis	       NaN	       NaN	3.30000000e+01	1.00000000e+00	0.00000000e+00	mut
545	2.83333333e+00	mda-mb231	etop	Apoptosis	       NaN	       NaN	3.40000000e+01	1.00000000e+00	0.00000000e+00	mut
546	8.27777778e-01	mda-mb231	nut	Division	1.64746544e-01	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	mut
547	1.70555556e+00	mda-mb231	nut	Division	6.00307220e-01	       NaN	1.00000000e+00	2.00000000e+00	1.00000000e+00	mut
548	1.22222222e+00	mda-mb231	nut	Division	5.32565284e-01	       NaN	1.00000000e+00	3.00000000e+00	1.00000000e+00	mut
549	5.77777778e-01	mda-mb231	nut	Lost cell	       NaN	       NaN	1.00000000e+00	4.00000000e+00	2.00000000e+00	mut
550	3.66111111e+00	mda-mb231	nut	Apoptosis	1.82949309e+00	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	mut
551	9.00000000e-01	mda-mb231	nut	Division	       NaN	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	mut
552	1.97777778e+00	mda-mb231	nut	Division	8.76126472e-01	       NaN	3.00000000e+00	2.00000000e+00	1.00000000e+00	mut
553	1.83333333e+00	mda-mb231	nut	Apoptosis	7.86149514e-01	       NaN	3.00000000e+00	3.00000000e+00	1.00000000e+00	mut
554	1.96666667e+00	mda-mb231	nut	Apoptosis	       NaN	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	mut
555	3.61111111e+00	mda-mb231	nut	Endomitosis	       NaN	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	mut
556	2.55555556e-01	mda-mb231	nut	Division	       NaN	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	mut
557	1.12777778e+00	mda-mb231	nut	Division	4.43497184e-01	       NaN	6.00000000e+00	2.00000000e+00	1.00000000e+00	mut
558	1.17777778e+00	mda-mb231	nut	Division	4.27368151e-01	       NaN	6.00000000e+00	3.00000000e+00	1.00000000e+00	mut
559	4.50000000e-01	mda-mb231	nut	Division	       NaN	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	mut
560	1.75555556e+00	mda-mb231	nut	Division	5.91909882e-01	       NaN	7.00000000e+00	2.00000000e+00	1.00000000e+00	mut
561	1.83888889e+00	mda-mb231	nut	Division	6.97900666e-01	       NaN	7.00000000e+00	3.00000000e+00	1.00000000e+00	mut
562	1.39444444e+00	mda-mb231	nut	Division	4.40668203e-01	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	mut
563	2.26666667e+00	mda-mb231	nut	Endomitosis	7.35739887e-01	       NaN	8.00000000e+00	2.00000000e+00	1.00000000e+00	mut
564	2.00000000e+00	mda-mb231	nut	Division	7.20186892e-01	       NaN	8.00000000e+00	3.00000000e+00	1.00000000e+00	mut
565	3.11111111e-01	mda-mb231	nut	Division	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	mut
566	1.31111111e+00	mda-mb231	nut	Division	6.63056836e-01	       NaN	9.00000000e+00	2.00000000e+00	1.00000000e+00	mut
567	1.58333333e+00	mda-mb231	nut	Division	5.49231951e-01	       NaN	9.00000000e+00	3.00000000e+00	1.00000000e+00	mut
568	1.80000000e+00	mda-mb231	nut	Division	1.02995392e+00	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	mut
569	1.70000000e+00	mda-mb231	nut	Division	8.90757809e-01	       NaN	1.00000000e+01	2.00000000e+00	1.00000000e+00	mut
570	1.42777778e+00	mda-mb231	nut	Division	7.15181772e-01	       NaN	1.00000000e+01	3.00000000e+00	1.00000000e+00	mut
571	6.11111111e-01	mda-mb231	nut	Division	1.97580645e-01	       NaN	1.10000000e+01	1.00000000e+00	0.00000000e+00	mut
572	8.88888889e-01	mda-mb231	nut	Division	4.31490015e-01	       NaN	1.10000000e+01	2.00000000e+00	1.00000000e+00	mut
573	1.03888889e+00	mda-mb231	nut	Division	4.74116744e-01	       NaN	1.10000000e+01	3.00000000e+00	1.00000000e+00	mut
574	8.38888889e-01	mda-mb231	nut	Division	       NaN	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	mut
575	2.42777778e+00	mda-mb231	nut	Division	1.14518689e+00	       NaN	1.20000000e+01	2.00000000e+00	1.00000000e+00	mut
576	2.70555556e+00	mda-mb231	nut	Division	1.04668459e+00	       NaN	1.20000000e+01	3.00000000e+00	1.00000000e+00	mut
577	2.31666667e+00	mda-mb231	nut	Apoptosis	       NaN	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	mut
578	4.00000000e-01	mda-mb231	nut	Division	       NaN	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	mut
579	1.52222222e+00	mda-mb231	nut	Division	8.14720942e-01	       NaN	1.40000000e+01	2.00000000e+00	1.00000000e+00	mut
580	1.75555556e+00	mda-mb231	nut	Division	7.01817716e-01	       NaN	1.40000000e+01	3.00000000e+00	1.00000000e+00	mut
581	8.55555556e-01	mda-mb231	nut	Apoptosis	       NaN	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	mut
582	7.94444444e-01	mda-mb231	nut	Division	3.20391705e-01	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	mut
583	1.36666667e+00	mda-mb231	nut	Division	6.06451613e-01	       NaN	1.60000000e+01	2.00000000e+00	1.00000000e+00	mut
584	1.32777778e+00	mda-mb231	nut	Division	6.98617512e-01	       NaN	1.60000000e+01	3.00000000e+00	1.00000000e+00	mut
585	3.38888889e-01	mda-mb231	nut	Division	       NaN	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	mut
586	2.02777778e+00	mda-mb231	nut	Division	5.34011777e-01	       NaN	1.70000000e+01	2.00000000e+00	1.00000000e+00	mut
587	1.16666667e-01	mda-mb231	nut	Division	       NaN	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	mut
588	4.16666667e-01	mda-mb231	nut	Division	       NaN	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	mut
589	2.21666667e+00	mda-mb231	nut	Division	1.32316948e+00	       NaN	1.90000000e+01	2.00000000e+00	1.00000000e+00	mut
590	1.02777778e+00	mda-mb231	nut	Division	4.93445981e-01	       NaN	1.90000000e+01	3.00000000e+00	1.00000000e+00	mut
591	9.27777778e-01	mda-mb231	nut	Division	5.12672811e-01	       NaN	2.00000000e+01	1.00000000e+00	0.00000000e+00	mut
592	1.25000000e+00	mda-mb231	nut	Division	6.72196621e-01	       NaN	2.00000000e+01	2.00000000e+00	1.00000000e+00	mut
593	1.36666667e+00	mda-mb231	nut	Division	7.01689708e-01	       NaN	2.00000000e+01	3.00000000e+00	1.00000000e+00	mut
594	4.00000000e-01	mda-mb231	nut	Division	       NaN	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	mut
595	1.46666667e+00	mda-mb231	nut	Division	6.15642601e-01	       NaN	2.10000000e+01	2.00000000e+00	1.00000000e+00	mut
596	3.25555556e+00	mda-mb231	nut	Endomitosis	6.49743984e-01	2.59444444e+00	2.10000000e+01	3.00000000e+00	1.00000000e+00	mut
597	1.44444444e-01	mda-mb231	nut	Division	       NaN	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	mut
598	1.26111111e+00	mda-mb231	nut	Division	6.60483871e-01	       NaN	2.20000000e+01	2.00000000e+00	1.00000000e+00	mut
599	1.25555556e+00	mda-mb231	nut	Division	6.08640553e-01	       NaN	2.20000000e+01	3.00000000e+00	1.00000000e+00	mut
600	4.38888889e-01	mda-mb231	nut	Division	       NaN	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	mut
601	1.11111111e+00	mda-mb231	nut	Division	5.23758320e-01	       NaN	2.30000000e+01	2.00000000e+00	1.00000000e+00	mut
602	1.05555556e+00	mda-mb231	nut	Division	5.32053251e-01	       NaN	2.30000000e+01	3.00000000e+00	1.00000000e+00	mut
603	1.16111111e+00	mda-mb231	nut	Division	4.43778802e-01	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	mut
604	1.66111111e+00	mda-mb231	nut	Division	4.57757297e-01	       NaN	2.40000000e+01	2.00000000e+00	1.00000000e+00	mut
605	1.20555556e+00	mda-mb231	nut	Division	5.95430108e-01	       NaN	2.40000000e+01	3.00000000e+00	1.00000000e+00	mut
606	1.10555556e+00	mda-mb231	nut	Division	4.82488479e-01	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	mut
607	1.41111111e+00	mda-mb231	nut	Division	6.02252944e-01	       NaN	2.50000000e+01	2.00000000e+00	1.00000000e+00	mut
608	1.03333333e+00	mda-mb231	nut	Division	       NaN	       NaN	2.50000000e+01	3.00000000e+00	1.00000000e+00	mut
609	2.83333333e-01	mda-mb231	nut	Division	       NaN	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	mut
610	1.25555556e+00	mda-mb231	nut	Division	5.69175627e-01	       NaN	2.60000000e+01	2.00000000e+00	1.00000000e+00	mut
611	1.32777778e+00	mda-mb231	nut	Division	6.09728623e-01	       NaN	2.60000000e+01	3.00000000e+00	1.00000000e+00	mut
612	9.38888889e-01	mda-mb231	nut	Division	3.76728111e-01	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	mut
613	1.16111111e+00	mda-mb231	nut	Division	5.57859703e-01	       NaN	2.70000000e+01	2.00000000e+00	1.00000000e+00	mut
614	1.36666667e+00	mda-mb231	nut	Division	5.20993344e-01	       NaN	2.70000000e+01	3.00000000e+00	1.00000000e+00	mut
615	2.18333333e+00	mda-mb231	nut	Apoptosis	4.86751152e-01	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	mut
616	2.72222222e-01	mda-mb231	nut	Division	       NaN	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	mut
617	2.77777778e-01	mda-mb231	nut	Division	       NaN	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	mut
618	8.02083333e-01	T47D	control	Division	5.33410138e-01	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	mut
619	1.65625000e+00	T47D	control	Division	1.43680876e+00	       NaN	1.00000000e+00	2.00000000e+00	1.00000000e+00	mut
620	1.33333333e+00	T47D	control	Division	1.13957373e+00	       NaN	1.00000000e+00	3.00000000e+00	1.00000000e+00	mut
621	1.66666667e-01	T47D	control	Division	       NaN	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	mut
622	1.77083333e+00	T47D	control	Division	1.64088902e+00	       NaN	2.00000000e+00	2.00000000e+00	1.00000000e+00	mut
623	1.26041667e+00	T47D	control	Division	1.00321621e+00	       NaN	2.00000000e+00	3.00000000e+00	1.00000000e+00	mut
624	8.75000000e-01	T47D	control	Division	6.39400922e-01	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	mut
625	1.91666667e+00	T47D	control	Division	1.76608103e+00	       NaN	3.00000000e+00	2.00000000e+00	1.00000000e+00	mut
626	1.78125000e+00	T47D	control	Division	1.62656490e+00	       NaN	3.00000000e+00	3.00000000e+00	1.00000000e+00	mut
627	9.06250000e-01	T47D	control	Division	6.14055300e-01	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	mut
628	1.72916667e+00	T47D	control	Division	1.67826421e+00	       NaN	4.00000000e+00	2.00000000e+00	1.00000000e+00	mut
629	2.05208333e+00	T47D	control	Not complete	1.88460061e+00	       NaN	4.00000000e+00	3.00000000e+00	1.00000000e+00	mut
630	2.60416667e-01	T47D	control	Division	2.29435484e-01	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	mut
631	2.69791667e+00	T47D	control	Not complete	       NaN	       NaN	5.00000000e+00	2.00000000e+00	1.00000000e+00	mut
632	2.21875000e+00	T47D	control	Division	       NaN	       NaN	5.00000000e+00	3.00000000e+00	1.00000000e+00	mut
633	7.50000000e-01	T47D	control	Division	5.92050691e-01	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	mut
634	1.19791667e+00	T47D	control	Division	1.02011329e+00	       NaN	6.00000000e+00	2.00000000e+00	1.00000000e+00	mut
635	1.62500000e+00	T47D	control	Division	       NaN	       NaN	6.00000000e+00	3.00000000e+00	1.00000000e+00	mut
636	6.25000000e-02	T47D	control	Division	       NaN	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	mut
637	1.84375000e+00	T47D	control	Division	1.35795891e+00	       NaN	7.00000000e+00	2.00000000e+00	1.00000000e+00	mut
638	2.07291667e+00	T47D	control	Division	1.61199117e+00	       NaN	7.00000000e+00	3.00000000e+00	1.00000000e+00	mut
